timestep,agg_RIS,category,date,NER,NER_SA
M,Census Divisions,East North Central,2010-01-01,16009000.0,16203000.0
M,Census Divisions,East North Central,2010-02-01,15943000.0,16169000.0
M,Census Divisions,East North Central,2010-03-01,16034000.0,16237000.0
M,Census Divisions,East North Central,2010-04-01,16184000.0,16279000.0
M,Census Divisions,East North Central,2010-05-01,16312000.0,16315000.0
M,Census Divisions,East North Central,2010-06-01,16524000.0,16339000.0
M,Census Divisions,East North Central,2010-07-01,16568000.0,16370000.0
M,Census Divisions,East North Central,2010-08-01,16614000.0,16394000.0
M,Census Divisions,East North Central,2010-09-01,16616000.0,16439000.0
M,Census Divisions,East North Central,2010-10-01,16649000.0,16472000.0
M,Census Divisions,East North Central,2010-11-01,16696000.0,16545000.0
M,Census Divisions,East North Central,2010-12-01,16488000.0,16523000.0
M,Census Divisions,East North Central,2011-01-01,16364000.0,16553000.0
M,Census Divisions,East North Central,2011-02-01,16358000.0,16587000.0
M,Census Divisions,East North Central,2011-03-01,16462000.0,16646000.0
M,Census Divisions,East North Central,2011-04-01,16595000.0,16694000.0
M,Census Divisions,East North Central,2011-05-01,16718000.0,16726000.0
M,Census Divisions,East North Central,2011-06-01,16963000.0,16781000.0
M,Census Divisions,East North Central,2011-07-01,17010000.0,16814000.0
M,Census Divisions,East North Central,2011-08-01,17076000.0,16855000.0
M,Census Divisions,East North Central,2011-09-01,17084000.0,16909000.0
M,Census Divisions,East North Central,2011-10-01,17132000.0,16953000.0
M,Census Divisions,East North Central,2011-11-01,17182000.0,17011000.0
M,Census Divisions,East North Central,2011-12-01,16997000.0,17032000.0
M,Census Divisions,East North Central,2012-01-01,16888000.0,17083000.0
M,Census Divisions,East North Central,2012-02-01,16859000.0,17102000.0
M,Census Divisions,East North Central,2012-03-01,16940000.0,17151000.0
M,Census Divisions,East North Central,2012-04-01,17061000.0,17194000.0
M,Census Divisions,East North Central,2012-05-01,17212000.0,17203000.0
M,Census Divisions,East North Central,2012-06-01,17384000.0,17222000.0
M,Census Divisions,East North Central,2012-07-01,17438000.0,17251000.0
M,Census Divisions,East North Central,2012-08-01,17458000.0,17268000.0
M,Census Divisions,East North Central,2012-09-01,17449000.0,17296000.0
M,Census Divisions,East North Central,2012-10-01,17470000.0,17313000.0
M,Census Divisions,East North Central,2012-11-01,17432000.0,17301000.0
M,Census Divisions,East North Central,2012-12-01,17230000.0,17295000.0
M,Census Divisions,East North Central,2013-01-01,17133000.0,17347000.0
M,Census Divisions,East North Central,2013-02-01,17128000.0,17372000.0
M,Census Divisions,East North Central,2013-03-01,17176000.0,17401000.0
M,Census Divisions,East North Central,2013-04-01,17252000.0,17413000.0
M,Census Divisions,East North Central,2013-05-01,17431000.0,17446000.0
M,Census Divisions,East North Central,2013-06-01,17621000.0,17469000.0
M,Census Divisions,East North Central,2013-07-01,17650000.0,17463000.0
M,Census Divisions,East North Central,2013-08-01,17690000.0,17499000.0
M,Census Divisions,East North Central,2013-09-01,17657000.0,17512000.0
M,Census Divisions,East North Central,2013-10-01,17669000.0,17526000.0
M,Census Divisions,East North Central,2013-11-01,17681000.0,17557000.0
M,Census Divisions,East North Central,2013-12-01,17548000.0,17610000.0
M,Census Divisions,East North Central,2014-01-01,17420000.0,17641000.0
M,Census Divisions,East North Central,2014-02-01,17425000.0,17673000.0
M,Census Divisions,East North Central,2014-03-01,17457000.0,17695000.0
M,Census Divisions,East North Central,2014-04-01,17590000.0,17759000.0
M,Census Divisions,East North Central,2014-05-01,17771000.0,17805000.0
M,Census Divisions,East North Central,2014-06-01,17982000.0,17836000.0
M,Census Divisions,East North Central,2014-07-01,18093000.0,17908000.0
M,Census Divisions,East North Central,2014-08-01,18098000.0,17902000.0
M,Census Divisions,East North Central,2014-09-01,18052000.0,17907000.0
M,Census Divisions,East North Central,2014-10-01,18103000.0,17959000.0
M,Census Divisions,East North Central,2014-11-01,18123000.0,18001000.0
M,Census Divisions,East North Central,2014-12-01,17974000.0,18031000.0
M,Census Divisions,East North Central,2015-01-01,17817000.0,18041000.0
M,Census Divisions,East North Central,2015-02-01,17779000.0,18031000.0
M,Census Divisions,East North Central,2015-03-01,17781000.0,18032000.0
M,Census Divisions,East North Central,2015-04-01,17895000.0,18084000.0
M,Census Divisions,East North Central,2015-05-01,18149000.0,18205000.0
M,Census Divisions,East North Central,2015-06-01,18384000.0,18246000.0
M,Census Divisions,East North Central,2015-07-01,18421000.0,18238000.0
M,Census Divisions,East North Central,2015-08-01,18509000.0,18309000.0
M,Census Divisions,East North Central,2015-09-01,18501000.0,18349000.0
M,Census Divisions,East North Central,2015-10-01,18517000.0,18370000.0
M,Census Divisions,East North Central,2015-11-01,18515000.0,18395000.0
M,Census Divisions,East North Central,2015-12-01,18292000.0,18364000.0
M,Census Divisions,East North Central,2016-01-01,18102000.0,18323000.0
M,Census Divisions,East North Central,2016-02-01,18063000.0,18317000.0
M,Census Divisions,East North Central,2016-03-01,18087000.0,18349000.0
M,Census Divisions,East North Central,2016-04-01,18160000.0,18362000.0
M,Census Divisions,East North Central,2016-05-01,18276000.0,18358000.0
M,Census Divisions,East North Central,2016-06-01,18566000.0,18416000.0
M,Census Divisions,East North Central,2016-07-01,18630000.0,18440000.0
M,Census Divisions,East North Central,2016-08-01,18704000.0,18497000.0
M,Census Divisions,East North Central,2016-09-01,18679000.0,18526000.0
M,Census Divisions,East North Central,2016-10-01,18685000.0,18535000.0
M,Census Divisions,East North Central,2016-11-01,18690000.0,18558000.0
M,Census Divisions,East North Central,2016-12-01,18491000.0,18552000.0
M,Census Divisions,East North Central,2017-01-01,18330000.0,18540000.0
M,Census Divisions,East North Central,2017-02-01,18288000.0,18542000.0
M,Census Divisions,East North Central,2017-03-01,18336000.0,18596000.0
M,Census Divisions,East North Central,2017-04-01,18392000.0,18604000.0
M,Census Divisions,East North Central,2017-05-01,18511000.0,18618000.0
M,Census Divisions,East North Central,2017-06-01,18782000.0,18642000.0
M,Census Divisions,East North Central,2017-07-01,18867000.0,18673000.0
M,Census Divisions,East North Central,2017-08-01,18872000.0,18684000.0
M,Census Divisions,East North Central,2017-09-01,18846000.0,18702000.0
M,Census Divisions,East North Central,2017-10-01,18871000.0,18730000.0
M,Census Divisions,East North Central,2017-11-01,18860000.0,18742000.0
M,Census Divisions,East North Central,2017-12-01,18660000.0,18724000.0
M,Census Divisions,East North Central,2018-01-01,18536000.0,18741000.0
M,Census Divisions,East North Central,2018-02-01,18534000.0,18775000.0
M,Census Divisions,East North Central,2018-03-01,18442000.0,18707000.0
M,Census Divisions,East North Central,2018-04-01,18470000.0,18696000.0
M,Census Divisions,East North Central,2018-05-01,18668000.0,18735000.0
M,Census Divisions,East North Central,2018-06-01,18913000.0,18782000.0
M,Census Divisions,East North Central,2018-07-01,19033000.0,18831000.0
M,Census Divisions,East North Central,2018-08-01,18988000.0,18803000.0
M,Census Divisions,East North Central,2018-09-01,18948000.0,18812000.0
M,Census Divisions,East North Central,2018-10-01,18947000.0,18821000.0
M,Census Divisions,East North Central,2018-11-01,18948000.0,18845000.0
M,Census Divisions,East North Central,2018-12-01,18790000.0,18856000.0
M,Census Divisions,East North Central,2019-01-01,18651000.0,18851000.0
M,Census Divisions,East North Central,2019-02-01,18602000.0,18829000.0
M,Census Divisions,East North Central,2019-03-01,18587000.0,18829000.0
M,Census Divisions,East North Central,2019-04-01,18623000.0,18824000.0
M,Census Divisions,East North Central,2019-05-01,18732000.0,18796000.0
M,Census Divisions,East North Central,2019-06-01,18940000.0,18799000.0
M,Census Divisions,East North Central,2019-07-01,18998000.0,18782000.0
M,Census Divisions,East North Central,2019-08-01,18958000.0,18758000.0
M,Census Divisions,East North Central,2019-09-01,18873000.0,18729000.0
M,Census Divisions,East North Central,2019-10-01,18824000.0,18692000.0
M,Census Divisions,East North Central,2019-11-01,18724000.0,18639000.0
M,Census Divisions,East North Central,2019-12-01,18578000.0,18647000.0
M,Census Divisions,East North Central,2020-01-01,18384000.0,18583000.0
M,Census Divisions,East North Central,2020-02-01,18322000.0,18549000.0
M,Census Divisions,East North Central,2020-03-01,18321000.0,18566000.0
M,Census Divisions,East North Central,2020-04-01,17450000.0,17645000.0
M,Census Divisions,East North Central,2020-05-01,17450000.0,17526000.0
M,Census Divisions,East North Central,2020-06-01,17668000.0,17534000.0
M,Census Divisions,East North Central,2020-07-01,17713000.0,17486000.0
M,Census Divisions,East North Central,2020-08-01,17751000.0,17544000.0
M,Census Divisions,East North Central,2020-09-01,17718000.0,17570000.0
M,Census Divisions,East North Central,2020-10-01,17725000.0,17592000.0
M,Census Divisions,East North Central,2020-11-01,17666000.0,17583000.0
M,Census Divisions,East North Central,2020-12-01,17547000.0,17622000.0
M,Census Divisions,East North Central,2021-01-01,17423000.0,17622000.0
M,Census Divisions,East North Central,2021-02-01,17386000.0,17614000.0
M,Census Divisions,East North Central,2021-03-01,17420000.0,17670000.0
M,Census Divisions,East North Central,2021-04-01,17516000.0,17713000.0
M,Census Divisions,East North Central,2021-05-01,17611000.0,17699000.0
M,Census Divisions,East North Central,2021-06-01,17854000.0,17687000.0
M,Census Divisions,East North Central,2021-07-01,18002000.0,17779000.0
M,Census Divisions,East North Central,2021-08-01,18089000.0,17878000.0
M,Census Divisions,East North Central,2021-09-01,18127000.0,17982000.0
M,Census Divisions,East North Central,2021-10-01,18206000.0,18076000.0
M,Census Divisions,East North Central,2021-11-01,18272000.0,18190000.0
M,Census Divisions,East North Central,2021-12-01,18215000.0,18288000.0
M,Census Divisions,East North Central,2022-01-01,18115000.0,18312000.0
M,Census Divisions,East North Central,2022-02-01,18089000.0,18322000.0
M,Census Divisions,East North Central,2022-03-01,18141000.0,18386000.0
M,Census Divisions,East North Central,2022-04-01,18196000.0,18394000.0
M,Census Divisions,East North Central,2022-05-01,18313000.0,18407000.0
M,Census Divisions,East North Central,2022-06-01,18669000.0,18508000.0
M,Census Divisions,East North Central,2022-07-01,18778000.0,18558000.0
M,Census Divisions,East North Central,2022-08-01,18822000.0,18606000.0
M,Census Divisions,East North Central,2022-09-01,18762000.0,18618000.0
M,Census Divisions,East North Central,2022-10-01,18744000.0,18616000.0
M,Census Divisions,East North Central,2022-11-01,18725000.0,18640000.0
M,Census Divisions,East North Central,2022-12-01,18576000.0,18648000.0
M,Census Divisions,East North Central,2023-01-01,18435000.0,18646000.0
M,Census Divisions,East North Central,2023-02-01,18432000.0,18689000.0
M,Census Divisions,East North Central,2023-03-01,18486000.0,18773000.0
M,Census Divisions,East North Central,2023-04-01,18591000.0,18837000.0
M,Census Divisions,East North Central,2023-05-01,18789000.0,18910000.0
M,Census Divisions,East North Central,2023-06-01,19093000.0,18992000.0
M,Census Divisions,East North Central,2023-07-01,19249000.0,19070000.0
M,Census Divisions,East North Central,2023-08-01,19241000.0,19059000.0
M,Census Divisions,East South Central,2010-01-01,5612000.0,5682000.0
M,Census Divisions,East South Central,2010-02-01,5592000.0,5667000.0
M,Census Divisions,East South Central,2010-03-01,5600000.0,5644000.0
M,Census Divisions,East South Central,2010-04-01,5628000.0,5650000.0
M,Census Divisions,East South Central,2010-05-01,5558000.0,5534000.0
M,Census Divisions,East South Central,2010-06-01,5622000.0,5542000.0
M,Census Divisions,East South Central,2010-07-01,5653000.0,5596000.0
M,Census Divisions,East South Central,2010-08-01,5647000.0,5576000.0
M,Census Divisions,East South Central,2010-09-01,5614000.0,5557000.0
M,Census Divisions,East South Central,2010-10-01,5601000.0,5562000.0
M,Census Divisions,East South Central,2010-11-01,5597000.0,5557000.0
M,Census Divisions,East South Central,2010-12-01,5553000.0,5595000.0
M,Census Divisions,East South Central,2011-01-01,5524000.0,5591000.0
M,Census Divisions,East South Central,2011-02-01,5525000.0,5598000.0
M,Census Divisions,East South Central,2011-03-01,5576000.0,5620000.0
M,Census Divisions,East South Central,2011-04-01,5602000.0,5626000.0
M,Census Divisions,East South Central,2011-05-01,5631000.0,5608000.0
M,Census Divisions,East South Central,2011-06-01,5705000.0,5628000.0
M,Census Divisions,East South Central,2011-07-01,5718000.0,5661000.0
M,Census Divisions,East South Central,2011-08-01,5715000.0,5646000.0
M,Census Divisions,East South Central,2011-09-01,5729000.0,5671000.0
M,Census Divisions,East South Central,2011-10-01,5748000.0,5707000.0
M,Census Divisions,East South Central,2011-11-01,5762000.0,5728000.0
M,Census Divisions,East South Central,2011-12-01,5691000.0,5733000.0
M,Census Divisions,East South Central,2012-01-01,5670000.0,5738000.0
M,Census Divisions,East South Central,2012-02-01,5697000.0,5765000.0
M,Census Divisions,East South Central,2012-03-01,5736000.0,5781000.0
M,Census Divisions,East South Central,2012-04-01,5768000.0,5791000.0
M,Census Divisions,East South Central,2012-05-01,5921000.0,5877000.0
M,Census Divisions,East South Central,2012-06-01,5980000.0,5887000.0
M,Census Divisions,East South Central,2012-07-01,5877000.0,5814000.0
M,Census Divisions,East South Central,2012-08-01,5981000.0,5877000.0
M,Census Divisions,East South Central,2012-09-01,5981000.0,5902000.0
M,Census Divisions,East South Central,2012-10-01,5882000.0,5836000.0
M,Census Divisions,East South Central,2012-11-01,5894000.0,5859000.0
M,Census Divisions,East South Central,2012-12-01,5822000.0,5856000.0
M,Census Divisions,East South Central,2013-01-01,5863000.0,5936000.0
M,Census Divisions,East South Central,2013-02-01,5880000.0,5947000.0
M,Census Divisions,East South Central,2013-03-01,5906000.0,5952000.0
M,Census Divisions,East South Central,2013-04-01,5930000.0,5957000.0
M,Census Divisions,East South Central,2013-05-01,5977000.0,5952000.0
M,Census Divisions,East South Central,2013-06-01,6022000.0,5944000.0
M,Census Divisions,East South Central,2013-07-01,6029000.0,5964000.0
M,Census Divisions,East South Central,2013-08-01,6119000.0,6027000.0
M,Census Divisions,East South Central,2013-09-01,6025000.0,5962000.0
M,Census Divisions,East South Central,2013-10-01,6024000.0,5986000.0
M,Census Divisions,East South Central,2013-11-01,6025000.0,5994000.0
M,Census Divisions,East South Central,2013-12-01,5984000.0,6017000.0
M,Census Divisions,East South Central,2014-01-01,5934000.0,6015000.0
M,Census Divisions,East South Central,2014-02-01,5945000.0,6022000.0
M,Census Divisions,East South Central,2014-03-01,5975000.0,6033000.0
M,Census Divisions,East South Central,2014-04-01,6017000.0,6047000.0
M,Census Divisions,East South Central,2014-05-01,6064000.0,6052000.0
M,Census Divisions,East South Central,2014-06-01,6120000.0,6052000.0
M,Census Divisions,East South Central,2014-07-01,6153000.0,6086000.0
M,Census Divisions,East South Central,2014-08-01,6142000.0,6065000.0
M,Census Divisions,East South Central,2014-09-01,6150000.0,6091000.0
M,Census Divisions,East South Central,2014-10-01,6162000.0,6120000.0
M,Census Divisions,East South Central,2014-11-01,6145000.0,6114000.0
M,Census Divisions,East South Central,2014-12-01,6119000.0,6150000.0
M,Census Divisions,East South Central,2015-01-01,6051000.0,6136000.0
M,Census Divisions,East South Central,2015-02-01,6059000.0,6144000.0
M,Census Divisions,East South Central,2015-03-01,6064000.0,6130000.0
M,Census Divisions,East South Central,2015-04-01,6115000.0,6151000.0
M,Census Divisions,East South Central,2015-05-01,6148000.0,6147000.0
M,Census Divisions,East South Central,2015-06-01,6243000.0,6182000.0
M,Census Divisions,East South Central,2015-07-01,6292000.0,6227000.0
M,Census Divisions,East South Central,2015-08-01,6291000.0,6224000.0
M,Census Divisions,East South Central,2015-09-01,6307000.0,6253000.0
M,Census Divisions,East South Central,2015-10-01,6329000.0,6284000.0
M,Census Divisions,East South Central,2015-11-01,6331000.0,6298000.0
M,Census Divisions,East South Central,2015-12-01,6277000.0,6308000.0
M,Census Divisions,East South Central,2016-01-01,6221000.0,6308000.0
M,Census Divisions,East South Central,2016-02-01,6235000.0,6325000.0
M,Census Divisions,East South Central,2016-03-01,6270000.0,6337000.0
M,Census Divisions,East South Central,2016-04-01,6309000.0,6350000.0
M,Census Divisions,East South Central,2016-05-01,6338000.0,6344000.0
M,Census Divisions,East South Central,2016-06-01,6438000.0,6374000.0
M,Census Divisions,East South Central,2016-07-01,6444000.0,6379000.0
M,Census Divisions,East South Central,2016-08-01,6440000.0,6379000.0
M,Census Divisions,East South Central,2016-09-01,6443000.0,6391000.0
M,Census Divisions,East South Central,2016-10-01,6458000.0,6412000.0
M,Census Divisions,East South Central,2016-11-01,6465000.0,6425000.0
M,Census Divisions,East South Central,2016-12-01,6399000.0,6426000.0
M,Census Divisions,East South Central,2017-01-01,6342000.0,6430000.0
M,Census Divisions,East South Central,2017-02-01,6338000.0,6429000.0
M,Census Divisions,East South Central,2017-03-01,6368000.0,6439000.0
M,Census Divisions,East South Central,2017-04-01,6408000.0,6454000.0
M,Census Divisions,East South Central,2017-05-01,6442000.0,6457000.0
M,Census Divisions,East South Central,2017-06-01,6516000.0,6458000.0
M,Census Divisions,East South Central,2017-07-01,6521000.0,6458000.0
M,Census Divisions,East South Central,2017-08-01,6509000.0,6453000.0
M,Census Divisions,East South Central,2017-09-01,6516000.0,6468000.0
M,Census Divisions,East South Central,2017-10-01,6527000.0,6483000.0
M,Census Divisions,East South Central,2017-11-01,6546000.0,6509000.0
M,Census Divisions,East South Central,2017-12-01,6484000.0,6514000.0
M,Census Divisions,East South Central,2018-01-01,6440000.0,6529000.0
M,Census Divisions,East South Central,2018-02-01,6432000.0,6525000.0
M,Census Divisions,East South Central,2018-03-01,6460000.0,6533000.0
M,Census Divisions,East South Central,2018-04-01,6469000.0,6520000.0
M,Census Divisions,East South Central,2018-05-01,6530000.0,6531000.0
M,Census Divisions,East South Central,2018-06-01,6583000.0,6528000.0
M,Census Divisions,East South Central,2018-07-01,6604000.0,6538000.0
M,Census Divisions,East South Central,2018-08-01,6594000.0,6538000.0
M,Census Divisions,East South Central,2018-09-01,6605000.0,6553000.0
M,Census Divisions,East South Central,2018-10-01,6567000.0,6523000.0
M,Census Divisions,East South Central,2018-11-01,6551000.0,6518000.0
M,Census Divisions,East South Central,2018-12-01,6492000.0,6523000.0
M,Census Divisions,East South Central,2019-01-01,6394000.0,6498000.0
M,Census Divisions,East South Central,2019-02-01,6398000.0,6501000.0
M,Census Divisions,East South Central,2019-03-01,6412000.0,6496000.0
M,Census Divisions,East South Central,2019-04-01,6442000.0,6500000.0
M,Census Divisions,East South Central,2019-05-01,6487000.0,6497000.0
M,Census Divisions,East South Central,2019-06-01,6536000.0,6491000.0
M,Census Divisions,East South Central,2019-07-01,6541000.0,6486000.0
M,Census Divisions,East South Central,2019-08-01,6528000.0,6484000.0
M,Census Divisions,East South Central,2019-09-01,6509000.0,6474000.0
M,Census Divisions,East South Central,2019-10-01,6529000.0,6489000.0
M,Census Divisions,East South Central,2019-11-01,6513000.0,6487000.0
M,Census Divisions,East South Central,2019-12-01,6459000.0,6493000.0
M,Census Divisions,East South Central,2020-01-01,6406000.0,6511000.0
M,Census Divisions,East South Central,2020-02-01,6400000.0,6503000.0
M,Census Divisions,East South Central,2020-03-01,6410000.0,6495000.0
M,Census Divisions,East South Central,2020-04-01,6071000.0,6120000.0
M,Census Divisions,East South Central,2020-05-01,6086000.0,6099000.0
M,Census Divisions,East South Central,2020-06-01,6158000.0,6115000.0
M,Census Divisions,East South Central,2020-07-01,6184000.0,6128000.0
M,Census Divisions,East South Central,2020-08-01,6176000.0,6130000.0
M,Census Divisions,East South Central,2020-09-01,6211000.0,6170000.0
M,Census Divisions,East South Central,2020-10-01,6254000.0,6214000.0
M,Census Divisions,East South Central,2020-11-01,6285000.0,6259000.0
M,Census Divisions,East South Central,2020-12-01,6263000.0,6289000.0
M,Census Divisions,East South Central,2021-01-01,6202000.0,6307000.0
M,Census Divisions,East South Central,2021-02-01,6209000.0,6313000.0
M,Census Divisions,East South Central,2021-03-01,6241000.0,6328000.0
M,Census Divisions,East South Central,2021-04-01,6281000.0,6333000.0
M,Census Divisions,East South Central,2021-05-01,6322000.0,6340000.0
M,Census Divisions,East South Central,2021-06-01,6416000.0,6365000.0
M,Census Divisions,East South Central,2021-07-01,6463000.0,6407000.0
M,Census Divisions,East South Central,2021-08-01,6495000.0,6449000.0
M,Census Divisions,East South Central,2021-09-01,6518000.0,6479000.0
M,Census Divisions,East South Central,2021-10-01,6528000.0,6489000.0
M,Census Divisions,East South Central,2021-11-01,6561000.0,6535000.0
M,Census Divisions,East South Central,2021-12-01,6534000.0,6562000.0
M,Census Divisions,East South Central,2022-01-01,6494000.0,6599000.0
M,Census Divisions,East South Central,2022-02-01,6513000.0,6614000.0
M,Census Divisions,East South Central,2022-03-01,6519000.0,6600000.0
M,Census Divisions,East South Central,2022-04-01,6509000.0,6563000.0
M,Census Divisions,East South Central,2022-05-01,6538000.0,6559000.0
M,Census Divisions,East South Central,2022-06-01,6619000.0,6570000.0
M,Census Divisions,East South Central,2022-07-01,6642000.0,6586000.0
M,Census Divisions,East South Central,2022-08-01,6636000.0,6589000.0
M,Census Divisions,East South Central,2022-09-01,6626000.0,6588000.0
M,Census Divisions,East South Central,2022-10-01,6634000.0,6594000.0
M,Census Divisions,East South Central,2022-11-01,6628000.0,6598000.0
M,Census Divisions,East South Central,2022-12-01,6567000.0,6597000.0
M,Census Divisions,East South Central,2023-01-01,6516000.0,6613000.0
M,Census Divisions,East South Central,2023-02-01,6493000.0,6617000.0
M,Census Divisions,East South Central,2023-03-01,6414000.0,6530000.0
M,Census Divisions,East South Central,2023-04-01,6399000.0,6491000.0
M,Census Divisions,East South Central,2023-05-01,6397000.0,6460000.0
M,Census Divisions,East South Central,2023-06-01,6444000.0,6447000.0
M,Census Divisions,East South Central,2023-07-01,6423000.0,6427000.0
M,Census Divisions,East South Central,2023-08-01,6427000.0,6434000.0
M,Census Divisions,Mid-Atlantic,2010-01-01,14241000.0,14439000.0
M,Census Divisions,Mid-Atlantic,2010-02-01,14202000.0,14453000.0
M,Census Divisions,Mid-Atlantic,2010-03-01,14252000.0,14471000.0
M,Census Divisions,Mid-Atlantic,2010-04-01,14372000.0,14503000.0
M,Census Divisions,Mid-Atlantic,2010-05-01,14447000.0,14511000.0
M,Census Divisions,Mid-Atlantic,2010-06-01,14636000.0,14516000.0
M,Census Divisions,Mid-Atlantic,2010-07-01,14748000.0,14544000.0
M,Census Divisions,Mid-Atlantic,2010-08-01,14779000.0,14559000.0
M,Census Divisions,Mid-Atlantic,2010-09-01,14815000.0,14571000.0
M,Census Divisions,Mid-Atlantic,2010-10-01,14947000.0,14597000.0
M,Census Divisions,Mid-Atlantic,2010-11-01,14974000.0,14701000.0
M,Census Divisions,Mid-Atlantic,2010-12-01,14580000.0,14615000.0
M,Census Divisions,Mid-Atlantic,2011-01-01,14475000.0,14667000.0
M,Census Divisions,Mid-Atlantic,2011-02-01,14458000.0,14706000.0
M,Census Divisions,Mid-Atlantic,2011-03-01,14552000.0,14754000.0
M,Census Divisions,Mid-Atlantic,2011-04-01,14665000.0,14798000.0
M,Census Divisions,Mid-Atlantic,2011-05-01,14765000.0,14834000.0
M,Census Divisions,Mid-Atlantic,2011-06-01,14995000.0,14879000.0
M,Census Divisions,Mid-Atlantic,2011-07-01,15129000.0,14927000.0
M,Census Divisions,Mid-Atlantic,2011-08-01,15173000.0,14953000.0
M,Census Divisions,Mid-Atlantic,2011-09-01,15219000.0,14981000.0
M,Census Divisions,Mid-Atlantic,2011-10-01,15359000.0,15012000.0
M,Census Divisions,Mid-Atlantic,2011-11-01,15343000.0,15065000.0
M,Census Divisions,Mid-Atlantic,2011-12-01,15013000.0,15048000.0
M,Census Divisions,Mid-Atlantic,2012-01-01,14869000.0,15060000.0
M,Census Divisions,Mid-Atlantic,2012-02-01,14824000.0,15080000.0
M,Census Divisions,Mid-Atlantic,2012-03-01,14881000.0,15101000.0
M,Census Divisions,Mid-Atlantic,2012-04-01,14971000.0,15127000.0
M,Census Divisions,Mid-Atlantic,2012-05-01,15080000.0,15138000.0
M,Census Divisions,Mid-Atlantic,2012-06-01,15241000.0,15152000.0
M,Census Divisions,Mid-Atlantic,2012-07-01,15331000.0,15158000.0
M,Census Divisions,Mid-Atlantic,2012-08-01,15386000.0,15195000.0
M,Census Divisions,Mid-Atlantic,2012-09-01,15425000.0,15214000.0
M,Census Divisions,Mid-Atlantic,2012-10-01,15555000.0,15226000.0
M,Census Divisions,Mid-Atlantic,2012-11-01,15392000.0,15149000.0
M,Census Divisions,Mid-Atlantic,2012-12-01,15092000.0,15138000.0
M,Census Divisions,Mid-Atlantic,2013-01-01,14962000.0,15175000.0
M,Census Divisions,Mid-Atlantic,2013-02-01,14933000.0,15194000.0
M,Census Divisions,Mid-Atlantic,2013-03-01,14985000.0,15221000.0
M,Census Divisions,Mid-Atlantic,2013-04-01,15044000.0,15223000.0
M,Census Divisions,Mid-Atlantic,2013-05-01,15153000.0,15242000.0
M,Census Divisions,Mid-Atlantic,2013-06-01,15341000.0,15279000.0
M,Census Divisions,Mid-Atlantic,2013-07-01,15421000.0,15273000.0
M,Census Divisions,Mid-Atlantic,2013-08-01,15469000.0,15302000.0
M,Census Divisions,Mid-Atlantic,2013-09-01,15491000.0,15315000.0
M,Census Divisions,Mid-Atlantic,2013-10-01,15636000.0,15309000.0
M,Census Divisions,Mid-Atlantic,2013-11-01,15590000.0,15355000.0
M,Census Divisions,Mid-Atlantic,2013-12-01,15328000.0,15366000.0
M,Census Divisions,Mid-Atlantic,2014-01-01,15162000.0,15376000.0
M,Census Divisions,Mid-Atlantic,2014-02-01,15120000.0,15387000.0
M,Census Divisions,Mid-Atlantic,2014-03-01,15144000.0,15396000.0
M,Census Divisions,Mid-Atlantic,2014-04-01,15260000.0,15445000.0
M,Census Divisions,Mid-Atlantic,2014-05-01,15362000.0,15474000.0
M,Census Divisions,Mid-Atlantic,2014-06-01,15542000.0,15503000.0
M,Census Divisions,Mid-Atlantic,2014-07-01,15676000.0,15528000.0
M,Census Divisions,Mid-Atlantic,2014-08-01,15691000.0,15542000.0
M,Census Divisions,Mid-Atlantic,2014-09-01,15706000.0,15552000.0
M,Census Divisions,Mid-Atlantic,2014-10-01,15917000.0,15602000.0
M,Census Divisions,Mid-Atlantic,2014-11-01,15855000.0,15626000.0
M,Census Divisions,Mid-Atlantic,2014-12-01,15637000.0,15665000.0
M,Census Divisions,Mid-Atlantic,2015-01-01,15450000.0,15664000.0
M,Census Divisions,Mid-Atlantic,2015-02-01,15389000.0,15659000.0
M,Census Divisions,Mid-Atlantic,2015-03-01,15387000.0,15649000.0
M,Census Divisions,Mid-Atlantic,2015-04-01,15495000.0,15694000.0
M,Census Divisions,Mid-Atlantic,2015-05-01,15612000.0,15742000.0
M,Census Divisions,Mid-Atlantic,2015-06-01,15800000.0,15778000.0
M,Census Divisions,Mid-Atlantic,2015-07-01,15951000.0,15816000.0
M,Census Divisions,Mid-Atlantic,2015-08-01,15960000.0,15822000.0
M,Census Divisions,Mid-Atlantic,2015-09-01,16061000.0,15874000.0
M,Census Divisions,Mid-Atlantic,2015-10-01,16222000.0,15918000.0
M,Census Divisions,Mid-Atlantic,2015-11-01,16161000.0,15936000.0
M,Census Divisions,Mid-Atlantic,2015-12-01,15856000.0,15904000.0
M,Census Divisions,Mid-Atlantic,2016-01-01,15716000.0,15926000.0
M,Census Divisions,Mid-Atlantic,2016-02-01,15668000.0,15938000.0
M,Census Divisions,Mid-Atlantic,2016-03-01,15736000.0,15989000.0
M,Census Divisions,Mid-Atlantic,2016-04-01,15782000.0,15991000.0
M,Census Divisions,Mid-Atlantic,2016-05-01,15854000.0,16000000.0
M,Census Divisions,Mid-Atlantic,2016-06-01,16034000.0,15994000.0
M,Census Divisions,Mid-Atlantic,2016-07-01,16151000.0,16028000.0
M,Census Divisions,Mid-Atlantic,2016-08-01,16196000.0,16066000.0
M,Census Divisions,Mid-Atlantic,2016-09-01,16253000.0,16089000.0
M,Census Divisions,Mid-Atlantic,2016-10-01,16408000.0,16122000.0
