timestep,agg_RIS,category,date,NER,NER_SA
W,Census Divisions,Mountain,2014-11-08,8057000.0,8030000.0
W,Census Divisions,Mountain,2014-11-15,8069000.0,8036000.0
W,Census Divisions,Mountain,2014-11-22,8088000.0,8045000.0
W,Census Divisions,Mountain,2014-11-29,8095000.0,8069000.0
W,Census Divisions,Mountain,2014-12-06,8051000.0,8060000.0
W,Census Divisions,Mountain,2014-12-13,8055000.0,8052000.0
W,Census Divisions,Mountain,2014-12-20,8063000.0,8068000.0
W,Census Divisions,Mountain,2014-12-27,8051000.0,8056000.0
W,Census Divisions,Mountain,2015-01-03,8019000.0,8066000.0
W,Census Divisions,Mountain,2015-01-10,8014000.0,8067000.0
W,Census Divisions,Mountain,2015-01-17,8007000.0,8059000.0
W,Census Divisions,Mountain,2015-01-24,8016000.0,8068000.0
W,Census Divisions,Mountain,2015-01-31,8015000.0,8070000.0
W,Census Divisions,Mountain,2015-02-07,8027000.0,8078000.0
W,Census Divisions,Mountain,2015-02-14,8027000.0,8079000.0
W,Census Divisions,Mountain,2015-02-21,8020000.0,8069000.0
W,Census Divisions,Mountain,2015-02-28,8032000.0,8080000.0
W,Census Divisions,Mountain,2015-03-07,8040000.0,8086000.0
W,Census Divisions,Mountain,2015-03-14,8045000.0,8081000.0
W,Census Divisions,Mountain,2015-03-21,8054000.0,8085000.0
W,Census Divisions,Mountain,2015-03-28,8057000.0,8084000.0
W,Census Divisions,Mountain,2015-04-04,8059000.0,8084000.0
W,Census Divisions,Mountain,2015-04-11,8063000.0,8092000.0
W,Census Divisions,Mountain,2015-04-18,8072000.0,8100000.0
W,Census Divisions,Mountain,2015-04-25,8072000.0,8110000.0
W,Census Divisions,Mountain,2015-05-02,8076000.0,8112000.0
W,Census Divisions,Mountain,2015-05-09,8072000.0,8112000.0
W,Census Divisions,Mountain,2015-05-16,8091000.0,8116000.0
W,Census Divisions,Mountain,2015-05-23,8110000.0,8126000.0
W,Census Divisions,Mountain,2015-05-30,8126000.0,8125000.0
W,Census Divisions,Mountain,2015-06-06,8149000.0,8138000.0
W,Census Divisions,Mountain,2015-06-13,8177000.0,8144000.0
W,Census Divisions,Mountain,2015-06-20,8199000.0,8161000.0
W,Census Divisions,Mountain,2015-06-27,8220000.0,8175000.0
W,Census Divisions,Mountain,2015-07-04,8230000.0,8185000.0
W,Census Divisions,Mountain,2015-07-11,8235000.0,8191000.0
W,Census Divisions,Mountain,2015-07-18,8238000.0,8195000.0
W,Census Divisions,Mountain,2015-07-25,8240000.0,8196000.0
W,Census Divisions,Mountain,2015-08-01,8243000.0,8199000.0
W,Census Divisions,Mountain,2015-08-08,8248000.0,8206000.0
W,Census Divisions,Mountain,2015-08-15,8261000.0,8219000.0
W,Census Divisions,Mountain,2015-08-22,8261000.0,8227000.0
W,Census Divisions,Mountain,2015-08-29,8263000.0,8229000.0
W,Census Divisions,Mountain,2015-09-05,8265000.0,8238000.0
W,Census Divisions,Mountain,2015-09-12,8268000.0,8238000.0
W,Census Divisions,Mountain,2015-09-19,8270000.0,8239000.0
W,Census Divisions,Mountain,2015-09-26,8284000.0,8250000.0
W,Census Divisions,Mountain,2015-10-03,8284000.0,8253000.0
W,Census Divisions,Mountain,2015-10-10,8282000.0,8254000.0
W,Census Divisions,Mountain,2015-10-17,8287000.0,8260000.0
W,Census Divisions,Mountain,2015-10-24,8288000.0,8257000.0
W,Census Divisions,Mountain,2015-10-31,8279000.0,8254000.0
W,Census Divisions,Mountain,2015-11-07,8295000.0,8266000.0
W,Census Divisions,Mountain,2015-11-14,8296000.0,8262000.0
W,Census Divisions,Mountain,2015-11-21,8320000.0,8276000.0
W,Census Divisions,Mountain,2015-11-28,8327000.0,8291000.0
W,Census Divisions,Mountain,2015-12-05,8277000.0,8280000.0
W,Census Divisions,Mountain,2015-12-12,8276000.0,8271000.0
W,Census Divisions,Mountain,2015-12-19,8278000.0,8278000.0
W,Census Divisions,Mountain,2015-12-26,8264000.0,8267000.0
W,Census Divisions,Mountain,2016-01-02,8224000.0,8262000.0
W,Census Divisions,Mountain,2016-01-09,8221000.0,8275000.0
W,Census Divisions,Mountain,2016-01-16,8224000.0,8280000.0
W,Census Divisions,Mountain,2016-01-23,8226000.0,8282000.0
W,Census Divisions,Mountain,2016-01-30,8227000.0,8286000.0
W,Census Divisions,Mountain,2016-02-06,8233000.0,8288000.0
W,Census Divisions,Mountain,2016-02-13,8239000.0,8293000.0
W,Census Divisions,Mountain,2016-02-20,8244000.0,8297000.0
W,Census Divisions,Mountain,2016-02-27,8244000.0,8295000.0
W,Census Divisions,Mountain,2016-03-05,8261000.0,8309000.0
W,Census Divisions,Mountain,2016-03-12,8276000.0,8317000.0
W,Census Divisions,Mountain,2016-03-19,8287000.0,8323000.0
W,Census Divisions,Mountain,2016-03-26,8293000.0,8325000.0
W,Census Divisions,Mountain,2016-04-02,8299000.0,8328000.0
W,Census Divisions,Mountain,2016-04-09,8298000.0,8329000.0
W,Census Divisions,Mountain,2016-04-16,8303000.0,8334000.0
W,Census Divisions,Mountain,2016-04-23,8292000.0,8331000.0
W,Census Divisions,Mountain,2016-04-30,8288000.0,8326000.0
W,Census Divisions,Mountain,2016-05-07,8289000.0,8330000.0
W,Census Divisions,Mountain,2016-05-14,8309000.0,8338000.0
W,Census Divisions,Mountain,2016-05-21,8316000.0,8335000.0
W,Census Divisions,Mountain,2016-05-28,8343000.0,8344000.0
W,Census Divisions,Mountain,2016-06-04,8357000.0,8347000.0
W,Census Divisions,Mountain,2016-06-11,8399000.0,8368000.0
W,Census Divisions,Mountain,2016-06-18,8419000.0,8378000.0
W,Census Divisions,Mountain,2016-06-25,8438000.0,8394000.0
W,Census Divisions,Mountain,2016-07-02,8445000.0,8396000.0
W,Census Divisions,Mountain,2016-07-09,8443000.0,8398000.0
W,Census Divisions,Mountain,2016-07-16,8449000.0,8402000.0
W,Census Divisions,Mountain,2016-07-23,8448000.0,8402000.0
W,Census Divisions,Mountain,2016-07-30,8466000.0,8415000.0
W,Census Divisions,Mountain,2016-08-06,8459000.0,8414000.0
W,Census Divisions,Mountain,2016-08-13,8472000.0,8423000.0
W,Census Divisions,Mountain,2016-08-20,8451000.0,8412000.0
W,Census Divisions,Mountain,2016-08-27,8456000.0,8418000.0
W,Census Divisions,Mountain,2016-09-03,8462000.0,8431000.0
W,Census Divisions,Mountain,2016-09-10,8466000.0,8432000.0
W,Census Divisions,Mountain,2016-09-17,8482000.0,8442000.0
W,Census Divisions,Mountain,2016-09-24,8486000.0,8445000.0
W,Census Divisions,Mountain,2016-10-01,8481000.0,8442000.0
W,Census Divisions,Mountain,2016-10-08,8486000.0,8451000.0
W,Census Divisions,Mountain,2016-10-15,8494000.0,8466000.0
W,Census Divisions,Mountain,2016-10-22,8504000.0,8470000.0
W,Census Divisions,Mountain,2016-10-29,8504000.0,8477000.0
W,Census Divisions,Mountain,2016-11-05,8515000.0,8486000.0
W,Census Divisions,Mountain,2016-11-12,8517000.0,8484000.0
W,Census Divisions,Mountain,2016-11-19,8545000.0,8501000.0
W,Census Divisions,Mountain,2016-11-26,8546000.0,8501000.0
W,Census Divisions,Mountain,2016-12-03,8500000.0,8493000.0
W,Census Divisions,Mountain,2016-12-10,8511000.0,8507000.0
W,Census Divisions,Mountain,2016-12-17,8516000.0,8510000.0
W,Census Divisions,Mountain,2016-12-24,8510000.0,8511000.0
W,Census Divisions,Mountain,2016-12-31,8479000.0,8504000.0
W,Census Divisions,Mountain,2017-01-07,8447000.0,8499000.0
W,Census Divisions,Mountain,2017-01-14,8437000.0,8501000.0
W,Census Divisions,Mountain,2017-01-21,8432000.0,8495000.0
W,Census Divisions,Mountain,2017-01-28,8425000.0,8490000.0
W,Census Divisions,Mountain,2017-02-04,8437000.0,8500000.0
W,Census Divisions,Mountain,2017-02-11,8447000.0,8507000.0
W,Census Divisions,Mountain,2017-02-18,8451000.0,8510000.0
W,Census Divisions,Mountain,2017-02-25,8457000.0,8514000.0
W,Census Divisions,Mountain,2017-03-04,8467000.0,8521000.0
W,Census Divisions,Mountain,2017-03-11,8477000.0,8525000.0
W,Census Divisions,Mountain,2017-03-18,8479000.0,8524000.0
W,Census Divisions,Mountain,2017-03-25,8484000.0,8524000.0
W,Census Divisions,Mountain,2017-04-01,8493000.0,8529000.0
W,Census Divisions,Mountain,2017-04-08,8495000.0,8532000.0
W,Census Divisions,Mountain,2017-04-15,8504000.0,8540000.0
W,Census Divisions,Mountain,2017-04-22,8500000.0,8542000.0
W,Census Divisions,Mountain,2017-04-29,8510000.0,8551000.0
W,Census Divisions,Mountain,2017-05-06,8512000.0,8555000.0
W,Census Divisions,Mountain,2017-05-13,8525000.0,8559000.0
W,Census Divisions,Mountain,2017-05-20,8541000.0,8564000.0
W,Census Divisions,Mountain,2017-05-27,8572000.0,8577000.0
W,Census Divisions,Mountain,2017-06-03,8605000.0,8597000.0
W,Census Divisions,Mountain,2017-06-10,8638000.0,8610000.0
W,Census Divisions,Mountain,2017-06-17,8670000.0,8625000.0
W,Census Divisions,Mountain,2017-06-24,8674000.0,8632000.0
W,Census Divisions,Mountain,2017-07-01,8696000.0,8643000.0
W,Census Divisions,Mountain,2017-07-08,8692000.0,8647000.0
W,Census Divisions,Mountain,2017-07-15,8702000.0,8651000.0
W,Census Divisions,Mountain,2017-07-22,8700000.0,8653000.0
W,Census Divisions,Mountain,2017-07-29,8717000.0,8663000.0
W,Census Divisions,Mountain,2017-08-05,8722000.0,8672000.0
W,Census Divisions,Mountain,2017-08-12,8732000.0,8679000.0
W,Census Divisions,Mountain,2017-08-19,8722000.0,8678000.0
W,Census Divisions,Mountain,2017-08-26,8731000.0,8689000.0
W,Census Divisions,Mountain,2017-09-02,8726000.0,8689000.0
W,Census Divisions,Mountain,2017-09-09,8717000.0,8682000.0
W,Census Divisions,Mountain,2017-09-16,8717000.0,8670000.0
W,Census Divisions,Mountain,2017-09-23,8720000.0,8673000.0
W,Census Divisions,Mountain,2017-09-30,8724000.0,8677000.0
W,Census Divisions,Mountain,2017-10-07,8729000.0,8687000.0
W,Census Divisions,Mountain,2017-10-14,8729000.0,8700000.0
W,Census Divisions,Mountain,2017-10-21,8736000.0,8701000.0
W,Census Divisions,Mountain,2017-10-28,8729000.0,8701000.0
W,Census Divisions,Mountain,2017-11-04,8729000.0,8700000.0
W,Census Divisions,Mountain,2017-11-11,8736000.0,8706000.0
W,Census Divisions,Mountain,2017-11-18,8764000.0,8722000.0
W,Census Divisions,Mountain,2017-11-25,8763000.0,8718000.0
W,Census Divisions,Mountain,2017-12-02,8713000.0,8702000.0
W,Census Divisions,Mountain,2017-12-09,8717000.0,8715000.0
W,Census Divisions,Mountain,2017-12-16,8729000.0,8723000.0
W,Census Divisions,Mountain,2017-12-23,8724000.0,8724000.0
W,Census Divisions,Mountain,2017-12-30,8700000.0,8721000.0
W,Census Divisions,Mountain,2018-01-06,8676000.0,8722000.0
W,Census Divisions,Mountain,2018-01-13,8665000.0,8737000.0
W,Census Divisions,Mountain,2018-01-20,8676000.0,8743000.0
W,Census Divisions,Mountain,2018-01-27,8688000.0,8756000.0
W,Census Divisions,Mountain,2018-02-03,8692000.0,8758000.0
W,Census Divisions,Mountain,2018-02-10,8695000.0,8759000.0
W,Census Divisions,Mountain,2018-02-17,8706000.0,8768000.0
W,Census Divisions,Mountain,2018-02-24,8718000.0,8776000.0
W,Census Divisions,Mountain,2018-03-03,8727000.0,8783000.0
W,Census Divisions,Mountain,2018-03-10,8741000.0,8790000.0
W,Census Divisions,Mountain,2018-03-17,8760000.0,8807000.0
W,Census Divisions,Mountain,2018-03-24,8774000.0,8815000.0
W,Census Divisions,Mountain,2018-03-31,8786000.0,8823000.0
W,Census Divisions,Mountain,2018-04-07,8795000.0,8831000.0
W,Census Divisions,Mountain,2018-04-14,8800000.0,8834000.0
W,Census Divisions,Mountain,2018-04-21,8803000.0,8841000.0
W,Census Divisions,Mountain,2018-04-28,8816000.0,8852000.0
W,Census Divisions,Mountain,2018-05-05,8816000.0,8855000.0
W,Census Divisions,Mountain,2018-05-12,8835000.0,8863000.0
W,Census Divisions,Mountain,2018-05-19,8859000.0,8876000.0
W,Census Divisions,Mountain,2018-05-26,8898000.0,8895000.0
W,Census Divisions,Mountain,2018-06-02,8929000.0,8912000.0
W,Census Divisions,Mountain,2018-06-09,8955000.0,8921000.0
W,Census Divisions,Mountain,2018-06-16,8985000.0,8928000.0
W,Census Divisions,Mountain,2018-06-23,8937000.0,8891000.0
W,Census Divisions,Mountain,2018-06-30,8950000.0,8892000.0
W,Census Divisions,Mountain,2018-07-07,8946000.0,8896000.0
W,Census Divisions,Mountain,2018-07-14,8955000.0,8898000.0
W,Census Divisions,Mountain,2018-07-21,8964000.0,8911000.0
W,Census Divisions,Mountain,2018-07-28,8980000.0,8918000.0
W,Census Divisions,Mountain,2018-08-04,8967000.0,8910000.0
W,Census Divisions,Mountain,2018-08-11,8965000.0,8906000.0
W,Census Divisions,Mountain,2018-08-18,8953000.0,8901000.0
W,Census Divisions,Mountain,2018-08-25,8946000.0,8901000.0
W,Census Divisions,Mountain,2018-09-01,8944000.0,8900000.0
W,Census Divisions,Mountain,2018-09-08,8929000.0,8893000.0
W,Census Divisions,Mountain,2018-09-15,8928000.0,8872000.0
W,Census Divisions,Mountain,2018-09-22,8949000.0,8891000.0
W,Census Divisions,Mountain,2018-09-29,8947000.0,8890000.0
W,Census Divisions,Mountain,2018-10-06,8947000.0,8893000.0
W,Census Divisions,Mountain,2018-10-13,8957000.0,8926000.0
W,Census Divisions,Mountain,2018-10-20,8959000.0,8921000.0
W,Census Divisions,Mountain,2018-10-27,8957000.0,8928000.0
W,Census Divisions,Mountain,2018-11-03,8960000.0,8929000.0
W,Census Divisions,Mountain,2018-11-10,8968000.0,8938000.0
W,Census Divisions,Mountain,2018-11-17,8986000.0,8944000.0
W,Census Divisions,Mountain,2018-11-24,8985000.0,8940000.0
W,Census Divisions,Mountain,2018-12-01,8938000.0,8922000.0
W,Census Divisions,Mountain,2018-12-08,8936000.0,8933000.0
W,Census Divisions,Mountain,2018-12-15,8945000.0,8938000.0
W,Census Divisions,Mountain,2018-12-22,8937000.0,8936000.0
W,Census Divisions,Mountain,2018-12-29,8914000.0,8933000.0
W,Census Divisions,Mountain,2019-01-05,8889000.0,8921000.0
W,Census Divisions,Mountain,2019-01-12,8750000.0,8848000.0
W,Census Divisions,Mountain,2019-01-19,8761000.0,8848000.0
W,Census Divisions,Mountain,2019-01-26,8768000.0,8858000.0
W,Census Divisions,Mountain,2019-02-02,8770000.0,8856000.0
W,Census Divisions,Mountain,2019-02-09,8779000.0,8862000.0
W,Census Divisions,Mountain,2019-02-16,8784000.0,8864000.0
W,Census Divisions,Mountain,2019-02-23,8792000.0,8867000.0
W,Census Divisions,Mountain,2019-03-02,8794000.0,8870000.0
W,Census Divisions,Mountain,2019-03-09,8802000.0,8869000.0
W,Census Divisions,Mountain,2019-03-16,8781000.0,8855000.0
W,Census Divisions,Mountain,2019-03-23,8789000.0,8855000.0
W,Census Divisions,Mountain,2019-03-30,8803000.0,8865000.0
W,Census Divisions,Mountain,2019-04-06,8805000.0,8864000.0
W,Census Divisions,Mountain,2019-04-13,8812000.0,8868000.0
W,Census Divisions,Mountain,2019-04-20,8809000.0,8869000.0
W,Census Divisions,Mountain,2019-04-27,8815000.0,8870000.0
W,Census Divisions,Mountain,2019-05-04,8817000.0,8877000.0
W,Census Divisions,Mountain,2019-05-11,8839000.0,8883000.0
W,Census Divisions,Mountain,2019-05-18,8853000.0,8891000.0
W,Census Divisions,Mountain,2019-05-25,8880000.0,8895000.0
W,Census Divisions,Mountain,2019-06-01,8883000.0,8890000.0
W,Census Divisions,Mountain,2019-06-08,8911000.0,8899000.0
W,Census Divisions,Mountain,2019-06-15,8945000.0,8908000.0
W,Census Divisions,Mountain,2019-06-22,8965000.0,8929000.0
W,Census Divisions,Mountain,2019-06-29,8978000.0,8929000.0
W,Census Divisions,Mountain,2019-07-06,8975000.0,8935000.0
W,Census Divisions,Mountain,2019-07-13,8986000.0,8935000.0
W,Census Divisions,Mountain,2019-07-20,8988000.0,8942000.0
W,Census Divisions,Mountain,2019-07-27,8995000.0,8940000.0
W,Census Divisions,Mountain,2019-08-03,9002000.0,8948000.0
W,Census Divisions,Mountain,2019-08-10,9017000.0,8959000.0
W,Census Divisions,Mountain,2019-08-17,9013000.0,8957000.0
W,Census Divisions,Mountain,2019-08-24,9008000.0,8963000.0
W,Census Divisions,Mountain,2019-08-31,9005000.0,8955000.0
W,Census Divisions,Mountain,2019-09-07,8998000.0,8963000.0
W,Census Divisions,Mountain,2019-09-14,9134000.0,9044000.0
W,Census Divisions,Mountain,2019-09-21,9134000.0,9045000.0
W,Census Divisions,Mountain,2019-09-28,9136000.0,9047000.0
W,Census Divisions,Mountain,2019-10-05,9137000.0,9046000.0
W,Census Divisions,Mountain,2019-10-12,8991000.0,8960000.0
W,Census Divisions,Mountain,2019-10-19,8994000.0,8953000.0
W,Census Divisions,Mountain,2019-10-26,8988000.0,8961000.0
W,Census Divisions,Mountain,2019-11-02,8988000.0,8953000.0
W,Census Divisions,Mountain,2019-11-09,8979000.0,8956000.0
W,Census Divisions,Mountain,2019-11-16,8994000.0,8952000.0
W,Census Divisions,Mountain,2019-11-23,8998000.0,8957000.0
W,Census Divisions,Mountain,2019-11-30,8998000.0,8970000.0
W,Census Divisions,Mountain,2019-12-07,8966000.0,8960000.0
W,Census Divisions,Mountain,2019-12-14,8964000.0,8957000.0
W,Census Divisions,Mountain,2019-12-21,8962000.0,8954000.0
W,Census Divisions,Mountain,2019-12-28,8939000.0,8957000.0
W,Census Divisions,Mountain,2020-01-04,8913000.0,8938000.0
W,Census Divisions,Mountain,2020-01-11,8893000.0,8986000.0
W,Census Divisions,Mountain,2020-01-18,8882000.0,8971000.0
W,Census Divisions,Mountain,2020-01-25,8879000.0,8969000.0
W,Census Divisions,Mountain,2020-02-01,8867000.0,8953000.0
W,Census Divisions,Mountain,2020-02-08,8870000.0,8955000.0
W,Census Divisions,Mountain,2020-02-15,8871000.0,8951000.0
W,Census Divisions,Mountain,2020-02-22,8876000.0,8952000.0
W,Census Divisions,Mountain,2020-02-29,8875000.0,8951000.0
W,Census Divisions,Mountain,2020-03-07,8880000.0,8948000.0
W,Census Divisions,Mountain,2020-03-14,8874000.0,8948000.0
W,Census Divisions,Mountain,2020-03-21,8781000.0,8849000.0
W,Census Divisions,Mountain,2020-03-28,8603000.0,8665000.0
W,Census Divisions,Mountain,2020-04-04,8465000.0,8523000.0
W,Census Divisions,Mountain,2020-04-11,8345000.0,8402000.0
W,Census Divisions,Mountain,2020-04-18,8283000.0,8342000.0
W,Census Divisions,Mountain,2020-04-25,8273000.0,8330000.0
W,Census Divisions,Mountain,2020-05-02,8265000.0,8324000.0
W,Census Divisions,Mountain,2020-05-09,8297000.0,8344000.0
W,Census Divisions,Mountain,2020-05-16,8350000.0,8391000.0
W,Census Divisions,Mountain,2020-05-23,8385000.0,8403000.0
W,Census Divisions,Mountain,2020-05-30,8420000.0,8430000.0
W,Census Divisions,Mountain,2020-06-06,8457000.0,8449000.0
W,Census Divisions,Mountain,2020-06-13,8480000.0,8447000.0
W,Census Divisions,Mountain,2020-06-20,8507000.0,8470000.0
W,Census Divisions,Mountain,2020-06-27,8520000.0,8473000.0
W,Census Divisions,Mountain,2020-07-04,8514000.0,8472000.0
W,Census Divisions,Mountain,2020-07-11,8516000.0,8467000.0
W,Census Divisions,Mountain,2020-07-18,8520000.0,8474000.0
W,Census Divisions,Mountain,2020-07-25,8524000.0,8469000.0
W,Census Divisions,Mountain,2020-08-01,8531000.0,8477000.0
W,Census Divisions,Mountain,2020-08-08,8541000.0,8484000.0
W,Census Divisions,Mountain,2020-08-15,8551000.0,8493000.0
W,Census Divisions,Mountain,2020-08-22,8558000.0,8514000.0
W,Census Divisions,Mountain,2020-08-29,8563000.0,8510000.0
W,Census Divisions,Mountain,2020-09-05,8575000.0,8545000.0
W,Census Divisions,Mountain,2020-09-12,8580000.0,8500000.0
W,Census Divisions,Mountain,2020-09-19,8579000.0,8488000.0
W,Census Divisions,Mountain,2020-09-26,8591000.0,8503000.0
W,Census Divisions,Mountain,2020-10-03,8595000.0,8499000.0
W,Census Divisions,Mountain,2020-10-10,8613000.0,8568000.0
W,Census Divisions,Mountain,2020-10-17,8628000.0,8593000.0
W,Census Divisions,Mountain,2020-10-24,8636000.0,8605000.0
W,Census Divisions,Mountain,2020-10-31,8644000.0,8609000.0
W,Census Divisions,Mountain,2020-11-07,8645000.0,8622000.0
W,Census Divisions,Mountain,2020-11-14,8661000.0,8621000.0
W,Census Divisions,Mountain,2020-11-21,8662000.0,8623000.0
W,Census Divisions,Mountain,2020-11-28,8660000.0,8622000.0
W,Census Divisions,Mountain,2020-12-05,8628000.0,8622000.0
W,Census Divisions,Mountain,2020-12-12,8624000.0,8616000.0
W,Census Divisions,Mountain,2020-12-19,8627000.0,8618000.0
W,Census Divisions,Mountain,2020-12-26,8604000.0,8615000.0
W,Census Divisions,Mountain,2021-01-02,8554000.0,8573000.0
W,Census Divisions,Mountain,2021-01-09,8540000.0,8615000.0
W,Census Divisions,Mountain,2021-01-16,8536000.0,8631000.0
W,Census Divisions,Mountain,2021-01-23,8533000.0,8621000.0
W,Census Divisions,Mountain,2021-01-30,8542000.0,8629000.0
W,Census Divisions,Mountain,2021-02-06,8544000.0,8630000.0
W,Census Divisions,Mountain,2021-02-13,8554000.0,8635000.0
W,Census Divisions,Mountain,2021-02-20,8565000.0,8644000.0
W,Census Divisions,Mountain,2021-02-27,8581000.0,8656000.0
W,Census Divisions,Mountain,2021-03-06,8588000.0,8658000.0
W,Census Divisions,Mountain,2021-03-13,8610000.0,8681000.0
W,Census Divisions,Mountain,2021-03-20,8621000.0,8691000.0
W,Census Divisions,Mountain,2021-03-27,8640000.0,8704000.0
W,Census Divisions,Mountain,2021-04-03,8649000.0,8707000.0
W,Census Divisions,Mountain,2021-04-10,8675000.0,8734000.0
W,Census Divisions,Mountain,2021-04-17,8680000.0,8737000.0
W,Census Divisions,Mountain,2021-04-24,8696000.0,8756000.0
W,Census Divisions,Mountain,2021-05-01,8707000.0,8764000.0
W,Census Divisions,Mountain,2021-05-08,8732000.0,8784000.0
W,Census Divisions,Mountain,2021-05-15,8760000.0,8802000.0
W,Census Divisions,Mountain,2021-05-22,8811000.0,8834000.0
W,Census Divisions,Mountain,2021-05-29,8847000.0,8859000.0
W,Census Divisions,Mountain,2021-06-05,8884000.0,8880000.0
W,Census Divisions,Mountain,2021-06-12,8932000.0,8905000.0
W,Census Divisions,Mountain,2021-06-19,8963000.0,8923000.0
W,Census Divisions,Mountain,2021-06-26,8998000.0,8956000.0
W,Census Divisions,Mountain,2021-07-03,9012000.0,8967000.0
W,Census Divisions,Mountain,2021-07-10,9033000.0,8987000.0
W,Census Divisions,Mountain,2021-07-17,9048000.0,9002000.0
W,Census Divisions,Mountain,2021-07-24,9058000.0,9005000.0
W,Census Divisions,Mountain,2021-07-31,9069000.0,9015000.0
W,Census Divisions,Mountain,2021-08-07,9082000.0,9025000.0
W,Census Divisions,Mountain,2021-08-14,9090000.0,9031000.0
W,Census Divisions,Mountain,2021-08-21,9101000.0,9055000.0
W,Census Divisions,Mountain,2021-08-28,9112000.0,9059000.0
W,Census Divisions,Mountain,2021-09-04,9116000.0,9084000.0
W,Census Divisions,Mountain,2021-09-11,9114000.0,9045000.0
W,Census Divisions,Mountain,2021-09-18,9118000.0,9025000.0
W,Census Divisions,Mountain,2021-09-25,9120000.0,9032000.0
W,Census Divisions,Mountain,2021-10-02,9126000.0,9030000.0
W,Census Divisions,Mountain,2021-10-09,9130000.0,9073000.0
W,Census Divisions,Mountain,2021-10-16,9138000.0,9107000.0
W,Census Divisions,Mountain,2021-10-23,9143000.0,9108000.0
W,Census Divisions,Mountain,2021-10-30,9151000.0,9118000.0
W,Census Divisions,Mountain,2021-11-06,9158000.0,9133000.0
W,Census Divisions,Mountain,2021-11-13,9169000.0,9131000.0
W,Census Divisions,Mountain,2021-11-20,9174000.0,9136000.0
W,Census Divisions,Mountain,2021-11-27,9186000.0,9144000.0
W,Census Divisions,Mountain,2021-12-04,9155000.0,9147000.0
W,Census Divisions,Mountain,2021-12-11,9169000.0,9160000.0
W,Census Divisions,Mountain,2021-12-18,9181000.0,9173000.0
W,Census Divisions,Mountain,2021-12-25,9176000.0,9183000.0
W,Census Divisions,Mountain,2022-01-01,9135000.0,9153000.0
W,Census Divisions,Mountain,2022-01-08,9123000.0,9187000.0
W,Census Divisions,Mountain,2022-01-15,9126000.0,9223000.0
W,Census Divisions,Mountain,2022-01-22,9128000.0,9215000.0
W,Census Divisions,Mountain,2022-01-29,9136000.0,9224000.0
W,Census Divisions,Mountain,2022-02-05,9145000.0,9231000.0
W,Census Divisions,Mountain,2022-02-12,9146000.0,9227000.0
W,Census Divisions,Mountain,2022-02-19,9144000.0,9223000.0
W,Census Divisions,Mountain,2022-02-26,9152000.0,9227000.0
W,Census Divisions,Mountain,2022-03-05,9168000.0,9240000.0
W,Census Divisions,Mountain,2022-03-12,9185000.0,9254000.0
W,Census Divisions,Mountain,2022-03-19,9189000.0,9261000.0
W,Census Divisions,Mountain,2022-03-26,9206000.0,9270000.0
W,Census Divisions,Mountain,2022-04-02,9209000.0,9268000.0
W,Census Divisions,Mountain,2022-04-09,9220000.0,9280000.0
W,Census Divisions,Mountain,2022-04-16,9219000.0,9274000.0
W,Census Divisions,Mountain,2022-04-23,9228000.0,9289000.0
W,Census Divisions,Mountain,2022-04-30,9222000.0,9279000.0
W,Census Divisions,Mountain,2022-05-07,9237000.0,9292000.0
W,Census Divisions,Mountain,2022-05-14,9253000.0,9295000.0
W,Census Divisions,Mountain,2022-05-21,9283000.0,9310000.0
W,Census Divisions,Mountain,2022-05-28,9294000.0,9307000.0
W,Census Divisions,Mountain,2022-06-04,9292000.0,9291000.0
W,Census Divisions,Mountain,2022-06-11,9340000.0,9317000.0
W,Census Divisions,Mountain,2022-06-18,9361000.0,9320000.0
W,Census Divisions,Mountain,2022-06-25,9389000.0,9350000.0
W,Census Divisions,Mountain,2022-07-02,9399000.0,9353000.0
W,Census Divisions,Mountain,2022-07-09,9406000.0,9362000.0
W,Census Divisions,Mountain,2022-07-16,9404000.0,9356000.0
W,Census Divisions,Mountain,2022-07-23,9405000.0,9354000.0
W,Census Divisions,Mountain,2022-07-30,9412000.0,9358000.0
W,Census Divisions,Mountain,2022-08-06,9411000.0,9355000.0
W,Census Divisions,Mountain,2022-08-13,9413000.0,9354000.0
W,Census Divisions,Mountain,2022-08-20,9400000.0,9352000.0
W,Census Divisions,Mountain,2022-08-27,9395000.0,9345000.0
W,Census Divisions,Mountain,2022-09-03,9391000.0,9355000.0
W,Census Divisions,Mountain,2022-09-10,9398000.0,9339000.0
W,Census Divisions,Mountain,2022-09-17,9389000.0,9295000.0
W,Census Divisions,Mountain,2022-09-24,9386000.0,9299000.0
W,Census Divisions,Mountain,2022-10-01,9385000.0,9290000.0
W,Census Divisions,Mountain,2022-10-08,9386000.0,9319000.0
W,Census Divisions,Mountain,2022-10-15,9383000.0,9356000.0
W,Census Divisions,Mountain,2022-10-22,9383000.0,9345000.0
W,Census Divisions,Mountain,2022-10-29,9391000.0,9361000.0
W,Census Divisions,Mountain,2022-11-05,9396000.0,9368000.0
W,Census Divisions,Mountain,2022-11-12,9412000.0,9379000.0
W,Census Divisions,Mountain,2022-11-19,9401000.0,9363000.0
W,Census Divisions,Mountain,2022-11-26,9403000.0,9359000.0
W,Census Divisions,Mountain,2022-12-03,9372000.0,9361000.0
W,Census Divisions,Mountain,2022-12-10,9374000.0,9366000.0
